FI,FA,FM,HI,HA,HM,LI,LA,LM
0.6976615445020029,0.0003782315011859837,0.3490198880015944,0.45133711997611237,7308781293562165e-23,0.22566859653196267,1,0.01413821139828794,0.22566859653196267
