q_sim,chi_eff_sim,chi_eff_90cl
4.711752935917611351e-01,1.139547867195771641e-01,3.320537670192406643e-01
3.407278926527039786e-01,1.562059680437090925e-01,2.454095752275693709e-01
4.029322087632571381e-01,4.602978102643707770e-01,1.145660852690741915e-01
7.584471908867026491e-01,1.258342435457175112e-01,2.206920372357457083e-01
5.343937916821406287e-01,-6.976245654951038766e-01,6.026190247218367047e-01
3.236035044517314163e-01,-3.181849922174829759e-01,5.527467317780135891e-01
1.474383970842841340e-01,-1.638637227972595534e-01,5.919542282441178083e-01
3.280989937528255296e-01,1.458016671162936095e-01,2.740317245968478255e-01
9.733317615020724567e-01,-1.943150749830271362e-01,1.055483451457744914e-02
4.990317123525938037e-01,8.545733400367634680e-02,2.710067174979597926e-01
2.226710056822730488e-01,-2.252968555359140534e-01,5.890031019344049712e-01
5.541399856776232230e-02,7.408523216017232071e-02,2.127272151746763540e-01
1.077063973118268514e-01,6.464867253441419770e-01,6.927529333245219245e-02
4.758161093639613481e-01,-2.107847119770188404e-01,4.594236228113105502e-01
1.987326959243380931e-01,3.071644626481500606e-01,1.811463717315406063e-01
5.292342901898718921e-01,-5.057774579486850469e-02,2.782530331901318377e-01
7.338367270584266189e-01,3.154716490435389709e-01,1.881686297680773834e-01
4.826701904441059177e-01,2.422141871484815301e-01,1.666807511493309246e-01
6.954618874959441754e-01,1.236144081602701394e-01,1.978498835411669488e-01
4.433648130027460499e-01,-2.175521064064976640e-01,3.932845308507780802e-01
5.499675151429047615e-01,2.695070738272761779e-01,1.838865318031993323e-01
8.100095059880342285e-01,2.753219448214560550e-01,1.834830519714743258e-01
9.272270748777985405e-01,1.618192920100785734e-02,1.403822420577742203e-01
1.189753009791406080e-01,-5.535394250496632890e-02,4.217083789908540603e-01
1.002419982420058309e-01,-1.558051621076957938e-01,5.205278722786754741e-01
4.920988998916783763e-01,2.444390471444136126e-01,2.129443286108392286e-01
9.273405174716926602e-01,-1.621432472308238504e-01,3.289811831656188068e-01
4.150788011775632946e-01,-4.479981671654850728e-02,4.356290582413735457e-01
3.304832959780442669e-01,2.142510535371481006e-01,1.107400447507176366e-01
8.406055293425812591e-01,-1.756985122167433189e-01,2.427707856307763090e-01
5.670826877621694129e-01,-5.067624018105176820e-01,5.159964643247803018e-01
3.584271920351822516e-01,3.438464840691035085e-01,1.396251621683355371e-01
5.866924097048960007e-01,-2.322846086050946446e-01,4.092968529640974573e-01
3.688054947432390374e-01,2.034950234574098571e-01,2.789618121018482277e-01
4.875697094109374685e-01,-1.672513185220014520e-01,3.717666363848442512e-01
8.694989219567174077e-01,2.302423222661033053e-01,1.379720192084544217e-01
3.548467982810595833e-01,-1.793935362028583891e-01,5.481150016124404223e-01
4.805837040873179311e-01,4.044793462324286493e-01,1.641929048369430988e-01
7.356946018176547808e-01,5.777707390166558765e-01,8.967763768535053082e-02
7.883330344539012380e-01,8.716869787538622516e-02,1.649986620161767170e-01
6.131122973107768770e-01,1.487507636116724985e-01,2.271184639606083633e-01
1.979147962398445926e-01,2.647592242131370233e-01,3.378099510321496690e-01
3.255855953980075768e-01,1.599476533838002090e-01,2.753060281167473144e-01
1.933878038022016355e-01,-7.504264694505730082e-01,4.241173677752791416e-01
5.282836007079114715e-01,-2.186052171549687229e-01,3.933145132000059885e-01
4.684182923939004817e-01,-5.921569599667429219e-03,2.827324042207683408e-01
3.036331957825539329e-01,-6.074135506158884201e-02,4.416918639812460468e-01
3.397927923720012733e-01,-1.992295978606843099e-01,5.454869704811396991e-01
5.665410274827038517e-01,6.238729513893500472e-02,2.494171711131091262e-01
8.690627870370654096e-01,-3.392708611327659163e-02,2.606837364824398096e-01
5.591587122305304858e-01,-3.349762742268419524e-01,4.466669541860400772e-01
3.188753052054103532e-01,-3.592284698839192519e-02,3.976257837472572665e-01
4.741246078658098995e-01,-2.414153995373171102e-01,4.759401879214311126e-01
5.508753815113150987e-01,-2.034112923236595493e-03,3.207479989144339516e-01
9.879938338684871590e-01,-2.521200043923222389e-01,3.903902159126360627e-01
5.679461130424489079e-01,-2.623740385247253504e-01,1.372114693711483646e-01
3.810226033373705357e-01,2.203510793974278181e-01,2.356077383945420767e-01
5.979684016458834961e-01,2.873563437360355036e-02,2.263703430530474847e-01
5.176150987153326222e-01,-6.033415156311752181e-01,4.701959483694779229e-01
9.200513094221517418e-01,-1.783482019104956628e-01,3.644380049886637440e-01
7.631506931179181663e-01,5.155466541467904618e-01,1.106132051500390845e-01
2.300433979351501346e-01,1.418856568663236228e-01,3.425224336943498704e-01
5.658843051043463968e-01,-2.363845739438085181e-01,4.300616411372422121e-01
6.934477763575251918e-01,3.434104798628829225e-01,1.835470029760971067e-01
7.777868081684174983e-01,3.623535181203651478e-01,1.351914084585227882e-01
5.824384190223269586e-01,9.113696335282932270e-02,2.446062607062636229e-01
5.432968992893076887e-01,2.114261388098743338e-02,2.979756726920275711e-01
3.029763944432825595e-01,4.166914480653330921e-01,2.114334434062297152e-01
3.118009032028895566e-01,6.308078516806901737e-02,3.584536040144505886e-01
3.437307059939606613e-01,4.021304744623695193e-02,3.074160949320591252e-01
1.809700994442033917e-01,5.262857393371251913e-01,1.380061729712697693e-01
3.044493044528779335e-01,2.562529546381719925e-01,2.602891544112743705e-01
3.228733020896504269e-01,-6.394720827282252907e-04,3.790182125118999878e-01
7.802472148311810907e-01,-2.061089697487259453e-01,3.556536801566576589e-01
3.214203971415283689e-01,-3.752578077077772800e-01,6.168064206667902560e-01
6.125048906540442317e-01,1.869635768216346139e-01,2.508360081230109340e-01
6.339814994718935282e-01,4.561617926790932365e-01,1.072013649093464527e-01
4.679015946241691926e-01,3.937338559138561789e-02,1.351144559649021248e-01
4.550318148139672059e-01,-8.857319017621394230e-02,3.752173044657226564e-01
9.373007347907379438e-01,1.509496991616570208e-02,2.453319449232989335e-01
9.654329631555423896e-01,2.092987606529395916e-01,1.823482283746354349e-01
6.629316983331091651e-01,6.904635202748100609e-01,6.967774907212176405e-02
1.765177998486749389e-01,3.038416016773850536e-01,2.987399574237992739e-01
8.541756738973215191e-01,6.972445319826388321e-03,2.774090842858797368e-01
4.169556067248330056e-01,7.451681177395093336e-02,2.749327270642161758e-01
5.220095995917821696e-01,1.602669730212497728e-02,2.763864837404814701e-01
9.725157314476623460e-01,-3.224760369156539630e-01,2.939567619905315565e-01
3.165998953591621090e-01,3.478179420605471972e-02,3.493028224438101681e-01
7.905464789498084510e-01,-3.709686017776894773e-01,3.321669646335668191e-01
7.797140134880069240e-02,7.655757363944594163e-01,5.209744357300083450e-02
7.328550113712860581e-01,6.336105699700984861e-02,2.468989105817856744e-01
3.984336166331940987e-01,8.323437151848155080e-02,3.319757618052042170e-01
7.291717791486393985e-01,9.032233171389743298e-03,2.189816120611193240e-01
5.446450890977869719e-01,2.764430377841660402e-02,2.832741344192294952e-01
6.110397902571821360e-01,2.890296779907877700e-02,2.718155132480669089e-01
5.115052887399422765e-01,-2.804065376136711252e-01,4.556992301609014695e-01
3.220924950302305190e-01,6.194645363516089768e-04,3.789874002656096197e-01
3.398454052611858955e-01,3.616950091501141551e-01,1.966619206983773460e-01
3.767567022767428497e-01,2.700474130178345256e-01,1.900292924032018493e-01
6.268538083970073282e-01,1.823939362837433686e-01,2.444995157703932498e-01
6.989948943483744737e-01,2.043481994716210004e-01,1.800412746513384288e-01
3.133885938945720206e-01,3.267977539399335996e-01,2.290939638566410752e-01
6.946548053826890889e-01,3.539373927911176332e-01,1.518549349711461049e-01
4.056262966121929603e-01,7.750021320749776732e-03,3.498118123268482149e-01
1.174559981744380671e-01,1.274208534632675915e-01,6.467969333688337041e-01
9.941823120687890425e-01,8.781690159728138684e-03,2.053694511616500074e-01
1.382460971012878792e-01,4.017620500410868933e-01,2.774147251362646949e-01
2.593947999120566061e-01,3.232895336184953838e-01,2.586859374798120004e-01
7.167341920716707726e-01,3.392495273246466381e-01,1.858892410056411371e-01
1.641937993484989255e-01,-3.468115728852481650e-01,5.029851620790745104e-01
3.827464938437470376e-01,5.289262165654456949e-01,1.348708682692992267e-01
5.837653387398367144e-01,-1.312542735483859455e-02,2.421320054197615423e-01
7.385004688780988369e-01,1.656005484517278081e-01,1.463626661853150990e-01
5.634535070821161673e-01,1.686287827653185356e-01,2.119413810454595093e-01
6.042737824243049616e-01,1.190360459927778530e-01,3.212941213823329312e-01
2.237447052016238169e-01,-6.517388731206261165e-03,5.684151068018870046e-01
3.066181096324488431e-01,-9.704481456632538250e-03,4.474714389382996038e-01
9.474004073634110235e-01,2.195154738000271166e-01,2.398446754799770653e-01
2.238138066496240253e-01,6.068456487472734251e-01,7.731904624522767389e-02
5.223553064522149514e-01,-1.798107566665599344e-01,4.017640759097168002e-01
