# fi,prior,high,flat,low
2.312312312312312379e-01,1.000000000000000000e+00,2.984208864333720568e-02,1.117130736033709326e-01,2.940893938382760919e-01
2.322322322322322163e-01,1.000000000000000000e+00,3.026053549177115318e-02,1.127178456229359776e-01,2.957449866558755636e-01
2.332332332332332225e-01,1.000000000000000000e+00,3.067663481623314481e-02,1.137329399010170577e-01,2.974295397481503955e-01
2.342342342342342287e-01,1.000000000000000000e+00,3.109791261291330877e-02,1.147778749987861946e-01,2.991834067438562950e-01
2.352352352352352349e-01,1.000000000000000000e+00,3.151079790960086696e-02,1.157427346192286682e-01,3.008605974138393591e-01
2.362362362362362411e-01,1.000000000000000000e+00,3.192345850723809358e-02,1.167710600102968566e-01,3.026098171461684694e-01
2.372372372372372473e-01,1.000000000000000000e+00,3.233487157929618161e-02,1.177524496618952976e-01,3.042538817351770897e-01
2.382382382382382258e-01,1.000000000000000000e+00,3.277345160255520223e-02,1.187930174909184594e-01,3.059703301554171917e-01
2.392392392392392320e-01,1.000000000000000000e+00,3.320413535609455236e-02,1.198212178990817195e-01,3.077071584821345351e-01
2.402402402402402382e-01,1.000000000000000000e+00,3.365315463665356083e-02,1.208996709205947401e-01,3.094145303944522141e-01
2.412412412412412444e-01,1.000000000000000000e+00,3.409625492194037072e-02,1.219510718237925007e-01,3.111563815485104967e-01
2.422422422422422505e-01,1.000000000000000000e+00,3.454686251323410562e-02,1.229897028391309655e-01,3.128584706468348631e-01
2.432432432432432290e-01,1.000000000000000000e+00,3.499560825587311186e-02,1.239921454122647343e-01,3.146003958415674040e-01
2.442442442442442352e-01,1.000000000000000000e+00,3.546202593960484650e-02,1.250307327887502651e-01,3.163565941985149732e-01
2.452452452452452414e-01,1.000000000000000000e+00,3.591882155587151904e-02,1.260752287978877395e-01,3.181071403198976189e-01
2.462462462462462476e-01,1.000000000000000000e+00,3.638602535320934611e-02,1.271093834001513490e-01,3.198827767560667446e-01
2.472472472472472538e-01,1.000000000000000000e+00,3.685813576969364236e-02,1.281576445402354547e-01,3.215079512526263783e-01
2.482482482482482600e-01,1.000000000000000000e+00,3.733633808594792602e-02,1.292471049926103288e-01,3.232003484673821592e-01
2.492492492492492384e-01,1.000000000000000000e+00,3.781279312239118479e-02,1.303005211653864293e-01,3.249453325859332775e-01
2.502502502502502724e-01,1.000000000000000000e+00,3.829068028676980290e-02,1.313884567229125500e-01,3.267363827632691065e-01
2.512512512512512508e-01,1.000000000000000000e+00,3.878432365419925282e-02,1.325028107659094456e-01,3.284647509654917141e-01
2.522522522522522292e-01,1.000000000000000000e+00,3.928312722170010374e-02,1.336186156240593004e-01,3.302797285478950573e-01
2.532532532532532632e-01,1.000000000000000000e+00,3.977984329405621911e-02,1.347375841110366179e-01,3.320873117537113672e-01
2.542542542542542416e-01,1.000000000000000000e+00,4.029571476176755512e-02,1.359012908776761064e-01,3.338936668608115665e-01
2.552552552552552756e-01,1.000000000000000000e+00,4.078962380462244908e-02,1.369846245241468641e-01,3.356103497907173550e-01
2.562562562562562540e-01,1.000000000000000000e+00,4.129869898813983559e-02,1.381045864017359792e-01,3.373817466048372737e-01
2.572572572572572325e-01,1.000000000000000000e+00,4.180456689765469497e-02,1.392234974312729634e-01,3.392079387904496368e-01
2.582582582582582664e-01,1.000000000000000000e+00,4.232235311379746456e-02,1.403907383263973130e-01,3.410003249549077853e-01
2.592592592592592449e-01,1.000000000000000000e+00,4.285768865095766073e-02,1.415116758846221290e-01,3.427573121889798125e-01
2.602602602602602788e-01,1.000000000000000000e+00,4.339309383320635177e-02,1.426466039799143826e-01,3.445565717701102315e-01
2.612612612612612573e-01,1.000000000000000000e+00,4.393699867288988758e-02,1.437640957427700206e-01,3.463380802251335155e-01
2.622622622622622357e-01,1.000000000000000000e+00,4.447231587810950709e-02,1.449086361244410481e-01,3.481330239063934462e-01
2.632632632632632697e-01,1.000000000000000000e+00,4.504304439959689460e-02,1.460731006213142891e-01,3.499560437650656164e-01
2.642642642642642481e-01,1.000000000000000000e+00,4.557546224580250049e-02,1.472391274880942846e-01,3.517774680777239205e-01
2.652652652652652820e-01,1.000000000000000000e+00,4.613027763994505953e-02,1.484655548270837899e-01,3.537191583114832061e-01
2.662662662662662605e-01,1.000000000000000000e+00,4.667309645102499238e-02,1.496558892910903327e-01,3.555509565159659102e-01
2.672672672672672389e-01,1.000000000000000000e+00,4.725190123302244749e-02,1.508500700344156120e-01,3.573084017741418594e-01
2.682682682682682729e-01,1.000000000000000000e+00,4.780536011581876243e-02,1.520385023867983632e-01,3.591721327301320432e-01
2.692692692692692513e-01,1.000000000000000000e+00,4.835665563878922130e-02,1.532283123872471009e-01,3.610359409729397284e-01
2.702702702702702853e-01,1.000000000000000000e+00,4.892085396627989663e-02,1.544331827236387900e-01,3.629052639232898669e-01
2.712712712712712637e-01,1.000000000000000000e+00,4.950864784905649463e-02,1.556400818684776644e-01,3.647876904409229071e-01
2.722722722722722422e-01,1.000000000000000000e+00,5.010206340638753697e-02,1.568938322398417129e-01,3.666674982822781259e-01
2.732732732732732761e-01,1.000000000000000000e+00,5.069637773764523042e-02,1.580989443458965249e-01,3.684794077716124772e-01
2.742742742742742545e-01,1.000000000000000000e+00,5.127362317083172111e-02,1.592934912989021068e-01,3.702516746161463868e-01
2.752752752752752885e-01,1.000000000000000000e+00,5.187679342113102332e-02,1.605295541407137094e-01,3.720652807800242101e-01
2.762762762762762669e-01,1.000000000000000000e+00,5.248799320175368682e-02,1.617679539218616902e-01,3.739168876006105369e-01
2.772772772772773009e-01,1.000000000000000000e+00,5.311592763599254363e-02,1.630406804295320700e-01,3.757786628666499595e-01
2.782782782782782793e-01,1.000000000000000000e+00,5.373788033345899828e-02,1.643009858308283333e-01,3.777060472650989875e-01
2.792792792792792578e-01,1.000000000000000000e+00,5.437219705538728909e-02,1.655675887796669576e-01,3.795795526094011829e-01
2.802802802802802917e-01,1.000000000000000000e+00,5.501753632641495639e-02,1.668235825417996310e-01,3.815037490621795424e-01
2.812812812812812702e-01,1.000000000000000000e+00,5.566608276208717676e-02,1.681534530535936101e-01,3.834835730579038704e-01
2.822822822822823041e-01,1.000000000000000000e+00,5.630458135763095201e-02,1.694491103805949306e-01,3.854062820073580475e-01
2.832832832832832826e-01,1.000000000000000000e+00,5.693909460039802556e-02,1.707154290029427313e-01,3.872140618543810642e-01
2.842842842842842610e-01,1.000000000000000000e+00,5.760177003127422285e-02,1.720420902924170159e-01,3.891995217155101439e-01
2.852852852852852950e-01,1.000000000000000000e+00,5.823298527654928447e-02,1.733549862319536394e-01,3.910898180242255995e-01
2.862862862862862734e-01,1.000000000000000000e+00,5.890097200875942657e-02,1.746532294941666175e-01,3.929990765684546195e-01
2.872872872872873073e-01,1.000000000000000000e+00,5.957118029847079804e-02,1.759601259109638272e-01,3.948830465870100670e-01
2.882882882882882858e-01,1.000000000000000000e+00,6.025442576712263659e-02,1.772584680397903401e-01,3.968348814605452968e-01
2.892892892892892642e-01,1.000000000000000000e+00,6.093388736405371681e-02,1.785760077586033001e-01,3.987455853848163589e-01
2.902902902902902982e-01,1.000000000000000000e+00,6.162738489907421124e-02,1.798995755673908625e-01,4.006332546678720852e-01
2.912912912912912766e-01,1.000000000000000000e+00,6.234441308385049729e-02,1.812889150291038531e-01,4.025980803782931994e-01
2.922922922922923106e-01,1.000000000000000000e+00,6.304014794820386736e-02,1.826088073611610574e-01,4.045440922020074881e-01
2.932932932932932890e-01,1.000000000000000000e+00,6.374619433263965795e-02,1.840122465167911003e-01,4.065205270915046021e-01
2.942942942942942675e-01,1.000000000000000000e+00,6.447849938491320709e-02,1.853909255428164427e-01,4.086062554777942224e-01
2.952952952952953014e-01,1.000000000000000000e+00,6.522271175177556113e-02,1.868334478989295000e-01,4.106584830501370242e-01
2.962962962962962798e-01,1.000000000000000000e+00,6.594636883861747234e-02,1.881760174381296724e-01,4.125636059342731032e-01
2.972972972972973138e-01,1.000000000000000000e+00,6.667814849183392734e-02,1.895243321866924568e-01,4.144726962333608045e-01
2.982982982982982922e-01,1.000000000000000000e+00,6.742491938271699681e-02,1.908907426834414722e-01,4.164799849567434875e-01
2.992992992992992707e-01,1.000000000000000000e+00,6.816385343645699202e-02,1.922977649882403051e-01,4.184414582079606371e-01
3.003003003003003046e-01,1.000000000000000000e+00,6.893786361399320550e-02,1.937318298774872438e-01,4.205582047500930343e-01
3.013013013013012831e-01,1.000000000000000000e+00,6.968369670083239542e-02,1.951073147992216650e-01,4.225263740570519011e-01
3.023023023023023170e-01,1.000000000000000000e+00,7.045441156340626065e-02,1.965266072901486194e-01,4.244663706847852103e-01
3.033033033033032955e-01,1.000000000000000000e+00,7.120993462094470094e-02,1.979608722294133039e-01,4.264133806770744051e-01
3.043043043043043294e-01,1.000000000000000000e+00,7.198947694558602284e-02,1.993973881113164925e-01,4.284001995710289279e-01
3.053053053053053079e-01,1.000000000000000000e+00,7.275740695485473364e-02,2.008324120850427663e-01,4.303752065049817888e-01
3.063063063063062863e-01,1.000000000000000000e+00,7.352097371197796605e-02,2.022967437560785897e-01,4.323450697108514595e-01
3.073073073073073203e-01,1.000000000000000000e+00,7.428048446667472049e-02,2.036989030614771712e-01,4.343639941894131828e-01
3.083083083083082987e-01,1.000000000000000000e+00,7.508337567994381734e-02,2.052014172467885034e-01,4.364017047347837353e-01
3.093093093093093326e-01,1.000000000000000000e+00,7.591075144329775815e-02,2.067006113162080660e-01,4.385355704870990690e-01
3.103103103103103111e-01,1.000000000000000000e+00,7.673316512965611125e-02,2.081645070288659916e-01,4.405672364353903636e-01
3.113113113113112895e-01,1.000000000000000000e+00,7.752161066107240983e-02,2.096126503721545409e-01,4.426428856948433910e-01
3.123123123123123235e-01,1.000000000000000000e+00,7.832834469209121186e-02,2.110758250398380165e-01,4.447515614873758238e-01
3.133133133133133019e-01,1.000000000000000000e+00,7.914879397818486151e-02,2.124860829996790823e-01,4.467882443300315587e-01
3.143143143143143359e-01,1.000000000000000000e+00,7.998029096348531486e-02,2.139522872783479746e-01,4.488031096163250244e-01
3.153153153153153143e-01,1.000000000000000000e+00,8.083469061901890629e-02,2.154632154148696244e-01,4.508562456486980841e-01
3.163163163163162928e-01,1.000000000000000000e+00,8.167905897889979339e-02,2.169945185325477810e-01,4.529496510334744541e-01
3.173173173173173267e-01,1.000000000000000000e+00,8.253813008546601049e-02,2.185296311523013957e-01,4.549236385801166960e-01
3.183183183183183051e-01,1.000000000000000000e+00,8.339725633893364798e-02,2.200757638684870121e-01,4.569931898568492801e-01
3.193193193193193391e-01,1.000000000000000000e+00,8.422021452596356594e-02,2.215469236619402316e-01,4.589887887618794293e-01
3.203203203203203175e-01,1.000000000000000000e+00,8.509232431582967882e-02,2.230893330986198353e-01,4.610719899997563487e-01
3.213213213213212960e-01,1.000000000000000000e+00,8.596595944749772789e-02,2.246028564790905624e-01,4.631281941142544878e-01
3.223223223223223299e-01,1.000000000000000000e+00,8.682633131043895891e-02,2.260474708759280804e-01,4.651907946640386204e-01
3.233233233233233084e-01,1.000000000000000000e+00,8.771460437952283140e-02,2.276104252103992032e-01,4.673073004585824308e-01
3.243243243243243423e-01,1.000000000000000000e+00,8.860475927673631957e-02,2.291807947263176104e-01,4.693151630421824039e-01
3.253253253253253208e-01,1.000000000000000000e+00,8.952081816103771295e-02,2.307647648152606201e-01,4.714215663163084380e-01
3.263263263263262992e-01,1.000000000000000000e+00,9.045679424394628687e-02,2.323253948017114101e-01,4.735261675548339544e-01
3.273273273273273332e-01,1.000000000000000000e+00,9.135558975917647262e-02,2.338370714161492891e-01,4.756120401893367267e-01
3.283283283283283116e-01,1.000000000000000000e+00,9.227102069854337119e-02,2.354350157877318772e-01,4.777085890212298125e-01
3.293293293293293456e-01,1.000000000000000000e+00,9.320105594526562065e-02,2.370167351368637210e-01,4.798150940865785197e-01
3.303303303303303240e-01,1.000000000000000000e+00,9.414456599683923566e-02,2.386057948905421500e-01,4.819141704183683705e-01
3.313313313313313024e-01,1.000000000000000000e+00,9.509923530189746954e-02,2.402220400929500344e-01,4.839830032865139464e-01
3.323323323323323364e-01,1.000000000000000000e+00,9.604996574474350401e-02,2.418130797266190013e-01,4.860910651093671708e-01
3.333333333333333148e-01,1.000000000000000000e+00,9.701062373659470606e-02,2.434495301597404127e-01,4.882733002916702092e-01
3.343343343343343488e-01,1.000000000000000000e+00,9.798571303439086722e-02,2.450259606431145765e-01,4.903973651455793004e-01
3.353353353353353272e-01,1.000000000000000000e+00,9.898066939625731198e-02,2.466762019345191126e-01,4.925532925895695358e-01
3.363363363363363057e-01,1.000000000000000000e+00,9.995823678615269048e-02,2.483548637737627574e-01,4.946433415957159907e-01
3.373373373373373396e-01,1.000000000000000000e+00,1.009416744613220868e-01,2.499835778945894149e-01,4.967928068758208915e-01
3.383383383383383181e-01,1.000000000000000000e+00,1.019445347628459703e-01,2.516602171784817488e-01,4.989483132583458214e-01
3.393393393393393520e-01,1.000000000000000000e+00,1.029703345254381758e-01,2.533317097890088743e-01,5.010601604818154531e-01
3.403403403403403304e-01,1.000000000000000000e+00,1.039569103033226721e-01,2.549603264512478318e-01,5.032021224584990460e-01
3.413413413413413644e-01,1.000000000000000000e+00,1.050066866822168266e-01,2.566286867959056139e-01,5.053748562167125202e-01
3.423423423423423428e-01,1.000000000000000000e+00,1.060366489564252279e-01,2.582778930137332174e-01,5.075275772716028033e-01
3.433433433433433213e-01,1.000000000000000000e+00,1.070860698473079242e-01,2.599606829747136971e-01,5.096773981032098888e-01
3.443443443443443552e-01,1.000000000000000000e+00,1.080897006502356539e-01,2.616600017738234252e-01,5.118746118797139477e-01
3.453453453453453337e-01,1.000000000000000000e+00,1.090798336759606912e-01,2.633672260727130676e-01,5.139963149767090567e-01
3.463463463463463676e-01,1.000000000000000000e+00,1.101319811318660913e-01,2.650841683574919339e-01,5.161983500774827149e-01
3.473473473473473461e-01,1.000000000000000000e+00,1.111766719968012573e-01,2.667619523837351792e-01,5.184428651823724810e-01
3.483483483483483245e-01,1.000000000000000000e+00,1.122917739665723474e-01,2.684805066364532866e-01,5.206058715316160823e-01
3.493493493493493585e-01,1.000000000000000000e+00,1.133724636633920840e-01,2.702317246135581552e-01,5.228539987846319015e-01
3.503503503503503369e-01,1.000000000000000000e+00,1.144760780781687026e-01,2.720054903276368230e-01,5.251700970863436568e-01
3.513513513513513709e-01,1.000000000000000000e+00,1.155877206485286385e-01,2.738046078520065540e-01,5.274019409624981503e-01
3.523523523523523493e-01,1.000000000000000000e+00,1.166903441625512933e-01,2.755637434121369078e-01,5.296149230637049454e-01
3.533533533533533277e-01,1.000000000000000000e+00,1.178225370207361261e-01,2.773897375826845924e-01,5.318880920047012184e-01
3.543543543543543617e-01,1.000000000000000000e+00,1.189224710100746374e-01,2.791191931777855517e-01,5.341131829735640268e-01
3.553553553553553401e-01,1.000000000000000000e+00,1.200559060482695728e-01,2.808947930154909178e-01,5.361982995906293681e-01
3.563563563563563741e-01,1.000000000000000000e+00,1.211704488495666671e-01,2.826835811950115795e-01,5.384533783924080330e-01
3.573573573573573525e-01,1.000000000000000000e+00,1.222962734956006409e-01,2.844628465669425399e-01,5.406416321838708461e-01
3.583583583583583310e-01,1.000000000000000000e+00,1.234631064210582885e-01,2.862588531116787016e-01,5.428942500911287938e-01
3.593593593593593649e-01,1.000000000000000000e+00,1.246561014588520033e-01,2.880604977979009940e-01,5.451575258411446301e-01
3.603603603603603434e-01,1.000000000000000000e+00,1.258353052614580303e-01,2.898823162050482849e-01,5.473706498841202084e-01
3.613613613613613773e-01,1.000000000000000000e+00,1.270457797653500864e-01,2.917124081485974463e-01,5.496498244872416450e-01
3.623623623623623557e-01,1.000000000000000000e+00,1.281568937468391123e-01,2.935079576119131728e-01,5.518021146182230385e-01
3.633633633633633342e-01,1.000000000000000000e+00,1.293544086841976748e-01,2.953969473965795123e-01,5.541243732229816921e-01
3.643643643643643681e-01,1.000000000000000000e+00,1.305429888183617382e-01,2.972520006895029154e-01,5.563542360137910814e-01
3.653653653653653466e-01,1.000000000000000000e+00,1.317128721723820339e-01,2.990407870731819906e-01,5.586427396461181027e-01
3.663663663663663805e-01,1.000000000000000000e+00,1.329218830122556316e-01,3.008760506739596718e-01,5.609246173131888780e-01
3.673673673673673590e-01,1.000000000000000000e+00,1.341945757262741623e-01,3.027798968397558688e-01,5.632466571608637507e-01
3.683683683683683929e-01,1.000000000000000000e+00,1.353764535128030022e-01,3.045676253728268335e-01,5.654754966642513425e-01
3.693693693693693714e-01,1.000000000000000000e+00,1.365844902701358055e-01,3.063188506944111711e-01,5.677518131249326139e-01
3.703703703703703498e-01,1.000000000000000000e+00,1.378298722792072883e-01,3.082565293308457965e-01,5.700940584258858967e-01
3.713713713713713838e-01,1.000000000000000000e+00,1.390696032898649237e-01,3.101330537160840728e-01,5.724023397625916942e-01
3.723723723723723622e-01,1.000000000000000000e+00,1.403357973673662884e-01,3.120634037101426284e-01,5.747279334597381606e-01
3.733733733733733962e-01,1.000000000000000000e+00,1.416252867707985252e-01,3.139626228403316066e-01,5.769873895161362620e-01
3.743743743743743746e-01,1.000000000000000000e+00,1.428866353512456000e-01,3.158836510365304329e-01,5.793027688985322721e-01
3.753753753753753530e-01,1.000000000000000000e+00,1.441860202941464275e-01,3.177682645579442688e-01,5.816031599080611070e-01
3.763763763763763870e-01,1.000000000000000000e+00,1.454786947494830507e-01,3.196732966536802723e-01,5.838367145553094995e-01
3.773773773773773654e-01,1.000000000000000000e+00,1.467994836840915418e-01,3.215839901284017754e-01,5.861501463708221893e-01
3.783783783783783994e-01,1.000000000000000000e+00,1.481189738296975478e-01,3.234812064554380973e-01,5.884322040374979634e-01
3.793793793793793778e-01,1.000000000000000000e+00,1.494794755815958276e-01,3.254356657773105899e-01,5.907292934837458098e-01
3.803803803803803563e-01,1.000000000000000000e+00,1.508210574467740428e-01,3.274132373813625208e-01,5.930539322960539650e-01
3.813813813813813902e-01,1.000000000000000000e+00,1.521406261680456617e-01,3.293318213290715724e-01,5.953134221335302234e-01
3.823823823823823687e-01,1.000000000000000000e+00,1.534755137592221375e-01,3.312654969167722618e-01,5.976575685648510827e-01
3.833833833833834026e-01,1.000000000000000000e+00,1.548022011443267176e-01,3.332162968978317763e-01,6.000353318825548676e-01
3.843843843843843811e-01,1.000000000000000000e+00,1.561410208791693399e-01,3.352898242387767347e-01,6.023577435540321545e-01
3.853853853853853595e-01,1.000000000000000000e+00,1.575433730245615338e-01,3.372646096895699497e-01,6.047747118234902963e-01
3.863863863863863934e-01,1.000000000000000000e+00,1.589038696752330393e-01,3.392415744005686795e-01,6.070257640709633140e-01
3.873873873873873719e-01,1.000000000000000000e+00,1.602258920828396049e-01,3.411781564357866392e-01,6.093393218404290490e-01
3.883883883883884058e-01,1.000000000000000000e+00,1.616498510181873238e-01,3.432110445126670406e-01,6.116807169682551004e-01
3.893893893893893843e-01,1.000000000000000000e+00,1.630774580442794219e-01,3.452105671711471202e-01,6.140493936202343628e-01
3.903903903903903627e-01,1.000000000000000000e+00,1.645108179848258356e-01,3.473068386164475108e-01,6.164417847325740496e-01
3.913913913913913967e-01,1.000000000000000000e+00,1.659716269325905713e-01,3.493451053599275768e-01,6.187560277237327266e-01
3.923923923923923751e-01,1.000000000000000000e+00,1.674444852700359698e-01,3.514930798496169184e-01,6.211824588774501610e-01
3.933933933933934091e-01,1.000000000000000000e+00,1.689230226424294490e-01,3.535972742516382827e-01,6.235441170935005495e-01
3.943943943943943875e-01,1.000000000000000000e+00,1.703787249534443882e-01,3.556077670182178352e-01,6.258931826662307296e-01
3.953953953953953659e-01,1.000000000000000000e+00,1.718332043918902319e-01,3.577338777009569371e-01,6.283164269218669551e-01
3.963963963963963999e-01,1.000000000000000000e+00,1.732464457280414039e-01,3.598064014606296435e-01,6.306611792485260493e-01
3.973973973973973783e-01,1.000000000000000000e+00,1.747389356671840699e-01,3.618573132046892238e-01,6.330575802900763049e-01
3.983983983983984123e-01,1.000000000000000000e+00,1.762255713087001185e-01,3.639538855120747485e-01,6.354288816437312359e-01
3.993993993993993907e-01,1.000000000000000000e+00,1.776982523071511666e-01,3.660471935300760316e-01,6.377825188093381170e-01
4.004004004004003692e-01,1.000000000000000000e+00,1.792165740671065877e-01,3.682203927846395275e-01,6.401761017450284807e-01
4.014014014014014031e-01,1.000000000000000000e+00,1.807378947720776341e-01,3.703197608395821794e-01,6.424738806329949314e-01
4.024024024024023816e-01,1.000000000000000000e+00,1.823008678868434373e-01,3.724476909791104573e-01,6.448644467426778437e-01
4.034034034034034155e-01,1.000000000000000000e+00,1.838091353411545337e-01,3.746157388488674522e-01,6.472640381190752912e-01
4.044044044044043940e-01,1.000000000000000000e+00,1.854319638419355265e-01,3.767467132359622606e-01,6.497070012898620295e-01
4.054054054054054279e-01,1.000000000000000000e+00,1.870139900738129468e-01,3.788593727093232943e-01,6.521434192762787241e-01
4.064064064064064064e-01,1.000000000000000000e+00,1.886193325059090098e-01,3.810348124325599883e-01,6.544840853807711856e-01
4.074074074074073848e-01,1.000000000000000000e+00,1.902027961422301239e-01,3.832202928545395126e-01,6.569125712089378677e-01
4.084084084084084187e-01,1.000000000000000000e+00,1.917722391189500830e-01,3.853889039610779998e-01,6.594131699529174329e-01
4.094094094094093972e-01,1.000000000000000000e+00,1.933304354714471818e-01,3.875015217785054422e-01,6.618439104303661669e-01
4.104104104104104311e-01,1.000000000000000000e+00,1.949613839619509514e-01,3.896111047819098006e-01,6.642762875412629997e-01
4.114114114114114096e-01,1.000000000000000000e+00,1.966026027766437645e-01,3.918199181895097860e-01,6.668630361459665368e-01
4.124124124124123880e-01,1.000000000000000000e+00,1.982479725450431440e-01,3.940492530310648611e-01,6.694247325144363492e-01
4.134134134134134220e-01,1.000000000000000000e+00,1.998956942717166618e-01,3.963105216509815731e-01,6.718234705985162147e-01
4.144144144144144004e-01,1.000000000000000000e+00,2.015642092727468748e-01,3.985820325734977243e-01,6.741818927404009676e-01
4.154154154154154344e-01,1.000000000000000000e+00,2.032248817220078385e-01,4.007700868351083967e-01,6.765459549041942244e-01
4.164164164164164128e-01,1.000000000000000000e+00,2.048896451102834582e-01,4.029714660611952159e-01,6.788859753445126710e-01
4.174174174174173912e-01,1.000000000000000000e+00,2.066541383800859499e-01,4.052710065445938592e-01,6.813510406587152124e-01
4.184184184184184252e-01,1.000000000000000000e+00,2.083825639499788385e-01,4.075733638148458793e-01,6.838250565195558295e-01
4.194194194194194036e-01,1.000000000000000000e+00,2.100455079277642745e-01,4.097897447737757770e-01,6.862756086725412263e-01
4.204204204204204376e-01,1.000000000000000000e+00,2.117102658581385410e-01,4.120493894637138332e-01,6.887728546030381649e-01
4.214214214214214160e-01,1.000000000000000000e+00,2.134250655782796158e-01,4.143485209588067542e-01,6.911607674202981944e-01
4.224224224224223945e-01,1.000000000000000000e+00,2.151512168894982591e-01,4.166310236571479364e-01,6.936338568538725768e-01
4.234234234234234284e-01,1.000000000000000000e+00,2.169316321912814760e-01,4.188767224697333424e-01,6.960010089231843944e-01
4.244244244244244069e-01,1.000000000000000000e+00,2.187011868974221007e-01,4.211514132620396977e-01,6.985728631479219963e-01
4.254254254254254408e-01,1.000000000000000000e+00,2.204961874405472477e-01,4.234816825371208182e-01,7.011376947739850207e-01
4.264264264264264193e-01,1.000000000000000000e+00,2.223127077920383221e-01,4.258332779849213212e-01,7.036266226577678751e-01
4.274274274274273977e-01,1.000000000000000000e+00,2.241647764164379220e-01,4.281627538383249720e-01,7.061470937196967501e-01
4.284284284284284317e-01,1.000000000000000000e+00,2.259293834978039484e-01,4.304798053526939783e-01,7.086329805214782729e-01
4.294294294294294101e-01,1.000000000000000000e+00,2.277555658407430239e-01,4.329129631426075764e-01,7.112110595575086291e-01
4.304304304304304440e-01,1.000000000000000000e+00,2.296111414583140442e-01,4.352948181028678531e-01,7.136674393268025440e-01
4.314314314314314225e-01,1.000000000000000000e+00,2.315058363929919372e-01,4.377059805413643367e-01,7.161585641828872584e-01
4.324324324324324564e-01,1.000000000000000000e+00,2.333313080869935663e-01,4.400715024832961841e-01,7.187413172411780682e-01
4.334334334334334349e-01,1.000000000000000000e+00,2.351900074498076143e-01,4.424069754406663169e-01,7.212199443372760976e-01
4.344344344344344133e-01,1.000000000000000000e+00,2.370187605327430669e-01,4.447913696231832192e-01,7.237723430494987786e-01
4.354354354354354473e-01,1.000000000000000000e+00,2.389641366699445657e-01,4.472734868303091527e-01,7.263058958011602284e-01
4.364364364364364257e-01,1.000000000000000000e+00,2.408315640961231074e-01,4.495920104500691905e-01,7.288135281803150844e-01
4.374374374374374597e-01,1.000000000000000000e+00,2.427358148695279438e-01,4.520515835203202104e-01,7.314374488874015867e-01
4.384384384384384381e-01,1.000000000000000000e+00,2.445776409941282648e-01,4.544777603733966553e-01,7.338963689157561587e-01
4.394394394394394165e-01,1.000000000000000000e+00,2.465439463687352506e-01,4.568400722140312786e-01,7.364655185783560709e-01
4.404404404404404505e-01,1.000000000000000000e+00,2.485435346187803429e-01,4.592719587737947862e-01,7.390228484427838751e-01
4.414414414414414289e-01,1.000000000000000000e+00,2.504617895878962774e-01,4.616920721886008105e-01,7.415239157482779175e-01
4.424424424424424629e-01,1.000000000000000000e+00,2.524322254396601517e-01,4.641440766732278789e-01,7.441008901758079386e-01
4.434434434434434413e-01,1.000000000000000000e+00,2.544909478770915889e-01,4.666429319955024413e-01,7.466640061698269770e-01
4.444444444444444198e-01,1.000000000000000000e+00,2.563816058751298144e-01,4.691286982039729048e-01,7.491086605504729823e-01
4.454454454454454537e-01,1.000000000000000000e+00,2.583372560480100000e-01,4.715499921897744473e-01,7.517023516571424979e-01
4.464464464464464322e-01,1.000000000000000000e+00,2.603195591081731708e-01,4.739123847382082921e-01,7.541381157699170723e-01
4.474474474474474661e-01,1.000000000000000000e+00,2.623216801952861221e-01,4.764991419255676930e-01,7.567964477449332650e-01
4.484484484484484446e-01,1.000000000000000000e+00,2.642791772317044097e-01,4.790481134380034089e-01,7.594792384080127912e-01
4.494494494494494230e-01,1.000000000000000000e+00,2.663613028853227815e-01,4.815502079003881053e-01,7.621290751186895474e-01
4.504504504504504570e-01,1.000000000000000000e+00,2.684579798674909257e-01,4.841340940883739896e-01,7.646794930174817262e-01
4.514514514514514354e-01,1.000000000000000000e+00,2.704287818383348529e-01,4.865465068531774073e-01,7.671576667147247397e-01
4.524524524524524693e-01,1.000000000000000000e+00,2.724616524140169305e-01,4.890200249136418820e-01,7.695604065507758440e-01
4.534534534534534478e-01,1.000000000000000000e+00,2.745323327165475891e-01,4.915337898431828001e-01,7.721890427572323246e-01
4.544544544544544262e-01,1.000000000000000000e+00,2.765560220401997449e-01,4.940821355953261551e-01,7.747421387160827733e-01
4.554554554554554602e-01,1.000000000000000000e+00,2.785744517852815627e-01,4.966718956633980886e-01,7.773420809279536492e-01
4.564564564564564386e-01,1.000000000000000000e+00,2.806966851420670817e-01,4.993341006367293944e-01,7.799377015588093709e-01
4.574574574574574726e-01,1.000000000000000000e+00,2.828643488880507872e-01,5.018448159061652536e-01,7.826062384170400232e-01
4.584584584584584510e-01,1.000000000000000000e+00,2.850512492014858901e-01,5.044744849638973516e-01,7.853324188445440779e-01
4.594594594594594295e-01,1.000000000000000000e+00,2.871135416458697187e-01,5.070441701499223131e-01,7.877928998725536314e-01
4.604604604604604634e-01,1.000000000000000000e+00,2.892543803074391073e-01,5.096269725865356648e-01,7.903997912810087900e-01
4.614614614614614418e-01,1.000000000000000000e+00,2.913621321743647408e-01,5.121789081109823227e-01,7.929995528432570717e-01
4.624624624624624758e-01,1.000000000000000000e+00,2.935058469893295774e-01,5.147165217559958039e-01,7.956174616508406849e-01
4.634634634634634542e-01,1.000000000000000000e+00,2.956390942531385013e-01,5.173330384099008583e-01,7.982258301932019240e-01
