chieff,FI,FA,HI,HA,LI,LA,FI0p5,FA0p5,HI0p5,HA0p5,LI0p5,LA0p5
0.3,0.7071999999999994,1.2200999999999989,0.8230999999999993,0.3045999999999997,0.4340999999999996,2.191999999999998,0.6614999999999994,1.3738999999999988,0.8178999999999993,0.37809999999999966,0.4284999999999996,2.109399999999998
0.301,0.7071999999999994,1.2200999999999989,0.8230999999999993,0.3045999999999997,0.4340999999999996,2.191999999999998,0.6614999999999994,1.3738999999999988,0.8178999999999993,0.37809999999999966,0.4284999999999996,2.109399999999998
0.302,0.7071999999999994,1.2200999999999989,0.8230999999999993,0.3045999999999997,0.4340999999999996,2.191999999999998,0.6614999999999994,1.3738999999999988,0.8178999999999993,0.37809999999999966,0.4284999999999996,2.109399999999998
0.303,0.7071999999999994,1.2200999999999989,0.8230999999999993,0.3045999999999997,0.4340999999999996,2.191999999999998,0.6614999999999994,1.3738999999999988,0.8178999999999993,0.37809999999999966,0.4284999999999996,2.109399999999998
0.304,0.7071999999999994,1.2200999999999989,0.8230999999999993,0.3045999999999997,0.4340999999999996,2.191999999999998,0.6614999999999994,1.3738999999999988,0.8178999999999993,0.37809999999999966,0.4284999999999996,2.109399999999998
0.305,0.7071999999999994,1.2200999999999989,0.8230999999999993,0.3045999999999997,0.4340999999999996,2.191999999999998,0.6614999999999994,1.3738999999999988,0.8178999999999993,0.37809999999999966,0.4284999999999996,2.109399999999998
0.306,0.7071999999999994,1.2200999999999989,0.8230999999999993,0.3045999999999997,0.4340999999999996,2.191999999999998,0.6614999999999994,1.3738999999999988,0.8178999999999993,0.37809999999999966,0.4284999999999996,2.109399999999998
0.307,0.7071999999999994,1.2200999999999989,0.8230999999999993,0.3045999999999997,0.4340999999999996,2.191999999999998,0.6614999999999994,1.3738999999999988,0.8178999999999993,0.37809999999999966,0.4284999999999996,2.109399999999998
0.308,0.7071999999999994,1.2200999999999989,0.8230999999999993,0.3045999999999997,0.4340999999999996,2.191999999999998,0.6614999999999994,1.3738999999999988,0.8178999999999993,0.37809999999999966,0.4284999999999996,2.109399999999998
0.309,0.7071999999999994,1.2200999999999989,0.8230999999999993,0.3045999999999997,0.4340999999999996,2.191999999999998,0.6614999999999994,1.3738999999999988,0.8178999999999993,0.37809999999999966,0.4284999999999996,2.109399999999998
0.31,0.6632999999999994,1.2682999999999989,0.7777999999999993,0.3341999999999997,0.3935999999999996,2.206299999999998,0.6236999999999995,1.4159999999999988,0.8117999999999993,0.4203999999999996,0.39319999999999966,2.0624999999999982
0.311,0.6632999999999994,1.2682999999999989,0.7777999999999993,0.3341999999999997,0.3935999999999996,2.206299999999998,0.6236999999999995,1.4159999999999988,0.8117999999999993,0.4203999999999996,0.39319999999999966,2.0624999999999982
0.312,0.6632999999999994,1.2682999999999989,0.7777999999999993,0.3341999999999997,0.3935999999999996,2.206299999999998,0.6236999999999995,1.4159999999999988,0.8117999999999993,0.4203999999999996,0.39319999999999966,2.0624999999999982
0.313,0.6632999999999994,1.2682999999999989,0.7777999999999993,0.3341999999999997,0.3935999999999996,2.206299999999998,0.6236999999999995,1.4159999999999988,0.8117999999999993,0.4203999999999996,0.39319999999999966,2.0624999999999982
0.314,0.6632999999999994,1.2682999999999989,0.7777999999999993,0.3341999999999997,0.3935999999999996,2.206299999999998,0.6236999999999995,1.4159999999999988,0.8117999999999993,0.4203999999999996,0.39319999999999966,2.0624999999999982
0.315,0.6632999999999994,1.2682999999999989,0.7777999999999993,0.3341999999999997,0.3935999999999996,2.206299999999998,0.6236999999999995,1.4159999999999988,0.8117999999999993,0.4203999999999996,0.39319999999999966,2.0624999999999982
0.316,0.6632999999999994,1.2682999999999989,0.7777999999999993,0.3341999999999997,0.3935999999999996,2.206299999999998,0.6236999999999995,1.4159999999999988,0.8117999999999993,0.4203999999999996,0.39319999999999966,2.0624999999999982
0.317,0.6632999999999994,1.2682999999999989,0.7777999999999993,0.3341999999999997,0.3935999999999996,2.206299999999998,0.6236999999999995,1.4159999999999988,0.8117999999999993,0.4203999999999996,0.39319999999999966,2.0624999999999982
0.318,0.6632999999999994,1.2682999999999989,0.7777999999999993,0.3341999999999997,0.3935999999999996,2.206299999999998,0.6236999999999995,1.4159999999999988,0.8117999999999993,0.4203999999999996,0.39319999999999966,2.0624999999999982
0.319,0.6632999999999994,1.2682999999999989,0.7777999999999993,0.3341999999999997,0.3935999999999996,2.206299999999998,0.6236999999999995,1.4159999999999988,0.8117999999999993,0.4203999999999996,0.39319999999999966,2.0624999999999982
0.32,0.6152999999999994,1.2803999999999989,0.7607999999999993,0.37359999999999965,0.35029999999999967,2.177299999999998,0.6094999999999995,1.4729999999999988,0.7648999999999994,0.46519999999999956,0.37159999999999965,2.0115999999999983
0.321,0.6152999999999994,1.2803999999999989,0.7607999999999993,0.37359999999999965,0.35029999999999967,2.177299999999998,0.6094999999999995,1.4729999999999988,0.7648999999999994,0.46519999999999956,0.37159999999999965,2.0115999999999983
0.322,0.6152999999999994,1.2803999999999989,0.7607999999999993,0.37359999999999965,0.35029999999999967,2.177299999999998,0.6094999999999995,1.4729999999999988,0.7648999999999994,0.46519999999999956,0.37159999999999965,2.0115999999999983
0.323,0.6152999999999994,1.2803999999999989,0.7607999999999993,0.37359999999999965,0.35029999999999967,2.177299999999998,0.6094999999999995,1.4729999999999988,0.7648999999999994,0.46519999999999956,0.37159999999999965,2.0115999999999983
0.324,0.6152999999999994,1.2803999999999989,0.7607999999999993,0.37359999999999965,0.35029999999999967,2.177299999999998,0.6094999999999995,1.4729999999999988,0.7648999999999994,0.46519999999999956,0.37159999999999965,2.0115999999999983
0.325,0.6152999999999994,1.2803999999999989,0.7607999999999993,0.37359999999999965,0.35029999999999967,2.177299999999998,0.6094999999999995,1.4729999999999988,0.7648999999999994,0.46519999999999956,0.37159999999999965,2.0115999999999983
0.326,0.6152999999999994,1.2803999999999989,0.7607999999999993,0.37359999999999965,0.35029999999999967,2.177299999999998,0.6094999999999995,1.4729999999999988,0.7648999999999994,0.46519999999999956,0.37159999999999965,2.0115999999999983
0.327,0.6152999999999994,1.2803999999999989,0.7607999999999993,0.37359999999999965,0.35029999999999967,2.177299999999998,0.6094999999999995,1.4729999999999988,0.7648999999999994,0.46519999999999956,0.37159999999999965,2.0115999999999983
0.328,0.6152999999999994,1.2803999999999989,0.7607999999999993,0.37359999999999965,0.35029999999999967,2.177299999999998,0.6094999999999995,1.4729999999999988,0.7648999999999994,0.46519999999999956,0.37159999999999965,2.0115999999999983
0.329,0.6152999999999994,1.2803999999999989,0.7607999999999993,0.37359999999999965,0.35029999999999967,2.177299999999998,0.6094999999999995,1.4729999999999988,0.7648999999999994,0.46519999999999956,0.37159999999999965,2.0115999999999983
0.33,0.6073999999999995,1.3258999999999987,0.7400999999999993,0.3980999999999996,0.3186999999999997,2.167599999999998,0.5770999999999995,1.5015999999999987,0.7441999999999993,0.5043999999999995,0.3429999999999997,2.006699999999998
0.331,0.6073999999999995,1.3258999999999987,0.7400999999999993,0.3980999999999996,0.3186999999999997,2.167599999999998,0.5770999999999995,1.5015999999999987,0.7441999999999993,0.5043999999999995,0.3429999999999997,2.006699999999998
0.332,0.6073999999999995,1.3258999999999987,0.7400999999999993,0.3980999999999996,0.3186999999999997,2.167599999999998,0.5770999999999995,1.5015999999999987,0.7441999999999993,0.5043999999999995,0.3429999999999997,2.006699999999998
0.333,0.6073999999999995,1.3258999999999987,0.7400999999999993,0.3980999999999996,0.3186999999999997,2.167599999999998,0.5770999999999995,1.5015999999999987,0.7441999999999993,0.5043999999999995,0.3429999999999997,2.006699999999998
0.334,0.6073999999999995,1.3258999999999987,0.7400999999999993,0.3980999999999996,0.3186999999999997,2.167599999999998,0.5770999999999995,1.5015999999999987,0.7441999999999993,0.5043999999999995,0.3429999999999997,2.006699999999998
0.335,0.6073999999999995,1.3258999999999987,0.7400999999999993,0.3980999999999996,0.3186999999999997,2.167599999999998,0.5770999999999995,1.5015999999999987,0.7441999999999993,0.5043999999999995,0.3429999999999997,2.006699999999998
0.336,0.6073999999999995,1.3258999999999987,0.7400999999999993,0.3980999999999996,0.3186999999999997,2.167599999999998,0.5770999999999995,1.5015999999999987,0.7441999999999993,0.5043999999999995,0.3429999999999997,2.006699999999998
0.337,0.6073999999999995,1.3258999999999987,0.7400999999999993,0.3980999999999996,0.3186999999999997,2.167599999999998,0.5770999999999995,1.5015999999999987,0.7441999999999993,0.5043999999999995,0.3429999999999997,2.006699999999998
0.338,0.6073999999999995,1.3258999999999987,0.7400999999999993,0.3980999999999996,0.3186999999999997,2.167599999999998,0.5770999999999995,1.5015999999999987,0.7441999999999993,0.5043999999999995,0.3429999999999997,2.006699999999998
0.339,0.6073999999999995,1.3258999999999987,0.7400999999999993,0.3980999999999996,0.3186999999999997,2.167599999999998,0.5770999999999995,1.5015999999999987,0.7441999999999993,0.5043999999999995,0.3429999999999997,2.006699999999998
0.34,0.5701000000000027,1.3606000000000065,0.7287000000000035,0.426900000000002,0.28360000000000135,2.12260000000001,0.5332000000000026,1.5134000000000072,0.7234000000000034,0.5500000000000026,0.30670000000000147,1.9347000000000092
0.341,0.5701000000000027,1.3606000000000065,0.7287000000000035,0.426900000000002,0.28360000000000135,2.12260000000001,0.5332000000000026,1.5134000000000072,0.7234000000000034,0.5500000000000026,0.30670000000000147,1.9347000000000092
0.342,0.5701000000000027,1.3606000000000065,0.7287000000000035,0.426900000000002,0.28360000000000135,2.12260000000001,0.5332000000000026,1.5134000000000072,0.7234000000000034,0.5500000000000026,0.30670000000000147,1.9347000000000092
0.343,0.5701000000000027,1.3606000000000065,0.7287000000000035,0.426900000000002,0.28360000000000135,2.12260000000001,0.5332000000000026,1.5134000000000072,0.7234000000000034,0.5500000000000026,0.30670000000000147,1.9347000000000092
0.344,0.5701000000000027,1.3606000000000065,0.7287000000000035,0.426900000000002,0.28360000000000135,2.12260000000001,0.5332000000000026,1.5134000000000072,0.7234000000000034,0.5500000000000026,0.30670000000000147,1.9347000000000092
0.345,0.5701000000000027,1.3606000000000065,0.7287000000000035,0.426900000000002,0.28360000000000135,2.12260000000001,0.5332000000000026,1.5134000000000072,0.7234000000000034,0.5500000000000026,0.30670000000000147,1.9347000000000092
0.346,0.5701000000000027,1.3606000000000065,0.7287000000000035,0.426900000000002,0.28360000000000135,2.12260000000001,0.5332000000000026,1.5134000000000072,0.7234000000000034,0.5500000000000026,0.30670000000000147,1.9347000000000092
0.347,0.5701000000000027,1.3606000000000065,0.7287000000000035,0.426900000000002,0.28360000000000135,2.12260000000001,0.5332000000000026,1.5134000000000072,0.7234000000000034,0.5500000000000026,0.30670000000000147,1.9347000000000092
0.348,0.5701000000000027,1.3606000000000065,0.7287000000000035,0.426900000000002,0.28360000000000135,2.12260000000001,0.5332000000000026,1.5134000000000072,0.7234000000000034,0.5500000000000026,0.30670000000000147,1.9347000000000092
0.349,0.5701000000000027,1.3606000000000065,0.7287000000000035,0.426900000000002,0.28360000000000135,2.12260000000001,0.5332000000000026,1.5134000000000072,0.7234000000000034,0.5500000000000026,0.30670000000000147,1.9347000000000092
0.35,0.5447999999999995,1.4163999999999988,0.6870999999999994,0.47129999999999955,0.2538999999999998,2.123099999999998,0.5114999999999995,1.5114999999999987,0.7062999999999994,0.5844999999999995,0.2923999999999997,1.8896999999999984
0.351,0.5447999999999995,1.4163999999999988,0.6870999999999994,0.47129999999999955,0.2538999999999998,2.123099999999998,0.5114999999999995,1.5114999999999987,0.7062999999999994,0.5844999999999995,0.2923999999999997,1.8896999999999984
0.352,0.5447999999999995,1.4163999999999988,0.6870999999999994,0.47129999999999955,0.2538999999999998,2.123099999999998,0.5114999999999995,1.5114999999999987,0.7062999999999994,0.5844999999999995,0.2923999999999997,1.8896999999999984
0.353,0.5447999999999995,1.4163999999999988,0.6870999999999994,0.47129999999999955,0.2538999999999998,2.123099999999998,0.5114999999999995,1.5114999999999987,0.7062999999999994,0.5844999999999995,0.2923999999999997,1.8896999999999984
0.354,0.5447999999999995,1.4163999999999988,0.6870999999999994,0.47129999999999955,0.2538999999999998,2.123099999999998,0.5114999999999995,1.5114999999999987,0.7062999999999994,0.5844999999999995,0.2923999999999997,1.8896999999999984
0.355,0.5447999999999995,1.4163999999999988,0.6870999999999994,0.47129999999999955,0.2538999999999998,2.123099999999998,0.5114999999999995,1.5114999999999987,0.7062999999999994,0.5844999999999995,0.2923999999999997,1.8896999999999984
0.356,0.5447999999999995,1.4163999999999988,0.6870999999999994,0.47129999999999955,0.2538999999999998,2.123099999999998,0.5114999999999995,1.5114999999999987,0.7062999999999994,0.5844999999999995,0.2923999999999997,1.8896999999999984
0.357,0.5447999999999995,1.4163999999999988,0.6870999999999994,0.47129999999999955,0.2538999999999998,2.123099999999998,0.5114999999999995,1.5114999999999987,0.7062999999999994,0.5844999999999995,0.2923999999999997,1.8896999999999984
0.358,0.5447999999999995,1.4163999999999988,0.6870999999999994,0.47129999999999955,0.2538999999999998,2.123099999999998,0.5114999999999995,1.5114999999999987,0.7062999999999994,0.5844999999999995,0.2923999999999997,1.8896999999999984
0.359,0.5447999999999995,1.4163999999999988,0.6870999999999994,0.47129999999999955,0.2538999999999998,2.123099999999998,0.5114999999999995,1.5114999999999987,0.7062999999999994,0.5844999999999995,0.2923999999999997,1.8896999999999984
0.36,0.5092999999999995,1.4468999999999987,0.6491999999999994,0.5333999999999995,0.23949999999999977,2.078399999999998,0.49739999999999956,1.5130999999999986,0.6927999999999994,0.6440999999999995,0.25879999999999975,1.8716999999999984
0.361,0.5092999999999995,1.4468999999999987,0.6491999999999994,0.5333999999999995,0.23949999999999977,2.078399999999998,0.49739999999999956,1.5130999999999986,0.6927999999999994,0.6440999999999995,0.25879999999999975,1.8716999999999984
0.362,0.5092999999999995,1.4468999999999987,0.6491999999999994,0.5333999999999995,0.23949999999999977,2.078399999999998,0.49739999999999956,1.5130999999999986,0.6927999999999994,0.6440999999999995,0.25879999999999975,1.8716999999999984
0.363,0.5092999999999995,1.4468999999999987,0.6491999999999994,0.5333999999999995,0.23949999999999977,2.078399999999998,0.49739999999999956,1.5130999999999986,0.6927999999999994,0.6440999999999995,0.25879999999999975,1.8716999999999984
0.364,0.5092999999999995,1.4468999999999987,0.6491999999999994,0.5333999999999995,0.23949999999999977,2.078399999999998,0.49739999999999956,1.5130999999999986,0.6927999999999994,0.6440999999999995,0.25879999999999975,1.8716999999999984
0.365,0.5092999999999995,1.4468999999999987,0.6491999999999994,0.5333999999999995,0.23949999999999977,2.078399999999998,0.49739999999999956,1.5130999999999986,0.6927999999999994,0.6440999999999995,0.25879999999999975,1.8716999999999984
0.366,0.5092999999999995,1.4468999999999987,0.6491999999999994,0.5333999999999995,0.23949999999999977,2.078399999999998,0.49739999999999956,1.5130999999999986,0.6927999999999994,0.6440999999999995,0.25879999999999975,1.8716999999999984
0.367,0.5092999999999995,1.4468999999999987,0.6491999999999994,0.5333999999999995,0.23949999999999977,2.078399999999998,0.49739999999999956,1.5130999999999986,0.6927999999999994,0.6440999999999995,0.25879999999999975,1.8716999999999984
0.368,0.5092999999999995,1.4468999999999987,0.6491999999999994,0.5333999999999995,0.23949999999999977,2.078399999999998,0.49739999999999956,1.5130999999999986,0.6927999999999994,0.6440999999999995,0.25879999999999975,1.8716999999999984
0.369,0.5092999999999995,1.4468999999999987,0.6491999999999994,0.5333999999999995,0.23949999999999977,2.078399999999998,0.49739999999999956,1.5130999999999986,0.6927999999999994,0.6440999999999995,0.25879999999999975,1.8716999999999984
0.37,0.4775999999999996,1.5044999999999986,0.6359999999999995,0.5692999999999995,0.2118999999999998,2.085399999999998,0.46879999999999955,1.5106999999999986,0.6495999999999994,0.6953999999999994,0.24489999999999978,1.8046999999999984
0.371,0.4775999999999996,1.5044999999999986,0.6359999999999995,0.5692999999999995,0.2118999999999998,2.085399999999998,0.46879999999999955,1.5106999999999986,0.6495999999999994,0.6953999999999994,0.24489999999999978,1.8046999999999984
0.372,0.4775999999999996,1.5044999999999986,0.6359999999999995,0.5692999999999995,0.2118999999999998,2.085399999999998,0.46879999999999955,1.5106999999999986,0.6495999999999994,0.6953999999999994,0.24489999999999978,1.8046999999999984
0.373,0.4775999999999996,1.5044999999999986,0.6359999999999995,0.5692999999999995,0.2118999999999998,2.085399999999998,0.46879999999999955,1.5106999999999986,0.6495999999999994,0.6953999999999994,0.24489999999999978,1.8046999999999984
0.374,0.4775999999999996,1.5044999999999986,0.6359999999999995,0.5692999999999995,0.2118999999999998,2.085399999999998,0.46879999999999955,1.5106999999999986,0.6495999999999994,0.6953999999999994,0.24489999999999978,1.8046999999999984
0.375,0.4775999999999996,1.5044999999999986,0.6359999999999995,0.5692999999999995,0.2118999999999998,2.085399999999998,0.46879999999999955,1.5106999999999986,0.6495999999999994,0.6953999999999994,0.24489999999999978,1.8046999999999984
0.376,0.4775999999999996,1.5044999999999986,0.6359999999999995,0.5692999999999995,0.2118999999999998,2.085399999999998,0.46879999999999955,1.5106999999999986,0.6495999999999994,0.6953999999999994,0.24489999999999978,1.8046999999999984
0.377,0.4775999999999996,1.5044999999999986,0.6359999999999995,0.5692999999999995,0.2118999999999998,2.085399999999998,0.46879999999999955,1.5106999999999986,0.6495999999999994,0.6953999999999994,0.24489999999999978,1.8046999999999984
0.378,0.4775999999999996,1.5044999999999986,0.6359999999999995,0.5692999999999995,0.2118999999999998,2.085399999999998,0.46879999999999955,1.5106999999999986,0.6495999999999994,0.6953999999999994,0.24489999999999978,1.8046999999999984
0.379,0.4775999999999996,1.5044999999999986,0.6359999999999995,0.5692999999999995,0.2118999999999998,2.085399999999998,0.46879999999999955,1.5106999999999986,0.6495999999999994,0.6953999999999994,0.24489999999999978,1.8046999999999984
0.38,0.4482999999999996,1.5590999999999986,0.5903999999999995,0.6102999999999994,0.18989999999999982,2.031099999999998,0.45409999999999956,1.4874999999999987,0.6208999999999995,0.7207999999999993,0.2243999999999998,1.7664999999999984
0.381,0.4482999999999996,1.5590999999999986,0.5903999999999995,0.6102999999999994,0.18989999999999982,2.031099999999998,0.45409999999999956,1.4874999999999987,0.6208999999999995,0.7207999999999993,0.2243999999999998,1.7664999999999984
0.382,0.4482999999999996,1.5590999999999986,0.5903999999999995,0.6102999999999994,0.18989999999999982,2.031099999999998,0.45409999999999956,1.4874999999999987,0.6208999999999995,0.7207999999999993,0.2243999999999998,1.7664999999999984
0.383,0.4482999999999996,1.5590999999999986,0.5903999999999995,0.6102999999999994,0.18989999999999982,2.031099999999998,0.45409999999999956,1.4874999999999987,0.6208999999999995,0.7207999999999993,0.2243999999999998,1.7664999999999984
0.384,0.4482999999999996,1.5590999999999986,0.5903999999999995,0.6102999999999994,0.18989999999999982,2.031099999999998,0.45409999999999956,1.4874999999999987,0.6208999999999995,0.7207999999999993,0.2243999999999998,1.7664999999999984
0.385,0.4482999999999996,1.5590999999999986,0.5903999999999995,0.6102999999999994,0.18989999999999982,2.031099999999998,0.45409999999999956,1.4874999999999987,0.6208999999999995,0.7207999999999993,0.2243999999999998,1.7664999999999984
0.386,0.4482999999999996,1.5590999999999986,0.5903999999999995,0.6102999999999994,0.18989999999999982,2.031099999999998,0.45409999999999956,1.4874999999999987,0.6208999999999995,0.7207999999999993,0.2243999999999998,1.7664999999999984
0.387,0.4482999999999996,1.5590999999999986,0.5903999999999995,0.6102999999999994,0.18989999999999982,2.031099999999998,0.45409999999999956,1.4874999999999987,0.6208999999999995,0.7207999999999993,0.2243999999999998,1.7664999999999984
0.388,0.4482999999999996,1.5590999999999986,0.5903999999999995,0.6102999999999994,0.18989999999999982,2.031099999999998,0.45409999999999956,1.4874999999999987,0.6208999999999995,0.7207999999999993,0.2243999999999998,1.7664999999999984
0.389,0.4482999999999996,1.5590999999999986,0.5903999999999995,0.6102999999999994,0.18989999999999982,2.031099999999998,0.45409999999999956,1.4874999999999987,0.6208999999999995,0.7207999999999993,0.2243999999999998,1.7664999999999984
0.39,0.4133999999999996,1.5829999999999986,0.5874999999999995,0.6631999999999993,0.17059999999999984,1.9725999999999981,0.4263999999999996,1.4734999999999987,0.6152999999999994,0.7830999999999992,0.2198999999999998,1.7045999999999983
0.391,0.4133999999999996,1.5829999999999986,0.5874999999999995,0.6631999999999993,0.17059999999999984,1.9725999999999981,0.4263999999999996,1.4734999999999987,0.6152999999999994,0.7830999999999992,0.2198999999999998,1.7045999999999983
0.392,0.4133999999999996,1.5829999999999986,0.5874999999999995,0.6631999999999993,0.17059999999999984,1.9725999999999981,0.4263999999999996,1.4734999999999987,0.6152999999999994,0.7830999999999992,0.2198999999999998,1.7045999999999983
0.393,0.4133999999999996,1.5829999999999986,0.5874999999999995,0.6631999999999993,0.17059999999999984,1.9725999999999981,0.4263999999999996,1.4734999999999987,0.6152999999999994,0.7830999999999992,0.2198999999999998,1.7045999999999983
0.394,0.4133999999999996,1.5829999999999986,0.5874999999999995,0.6631999999999993,0.17059999999999984,1.9725999999999981,0.4263999999999996,1.4734999999999987,0.6152999999999994,0.7830999999999992,0.2198999999999998,1.7045999999999983
0.395,0.4133999999999996,1.5829999999999986,0.5874999999999995,0.6631999999999993,0.17059999999999984,1.9725999999999981,0.4263999999999996,1.4734999999999987,0.6152999999999994,0.7830999999999992,0.2198999999999998,1.7045999999999983
0.396,0.4133999999999996,1.5829999999999986,0.5874999999999995,0.6631999999999993,0.17059999999999984,1.9725999999999981,0.4263999999999996,1.4734999999999987,0.6152999999999994,0.7830999999999992,0.2198999999999998,1.7045999999999983
0.397,0.4133999999999996,1.5829999999999986,0.5874999999999995,0.6631999999999993,0.17059999999999984,1.9725999999999981,0.4263999999999996,1.4734999999999987,0.6152999999999994,0.7830999999999992,0.2198999999999998,1.7045999999999983
0.398,0.4133999999999996,1.5829999999999986,0.5874999999999995,0.6631999999999993,0.17059999999999984,1.9725999999999981,0.4263999999999996,1.4734999999999987,0.6152999999999994,0.7830999999999992,0.2198999999999998,1.7045999999999983
0.399,0.4133999999999996,1.5829999999999986,0.5874999999999995,0.6631999999999993,0.17059999999999984,1.9725999999999981,0.4263999999999996,1.4734999999999987,0.6152999999999994,0.7830999999999992,0.2198999999999998,1.7045999999999983
0.4,0.39540000000000186,1.6207000000000076,0.5491000000000026,0.7111000000000034,0.1496000000000007,1.9653000000000094,0.41140000000000193,1.490300000000007,0.5875000000000028,0.8090000000000038,0.1902000000000009,1.6744000000000079
0.401,0.39540000000000186,1.6207000000000076,0.5491000000000026,0.7111000000000034,0.1496000000000007,1.9653000000000094,0.41140000000000193,1.490300000000007,0.5875000000000028,0.8090000000000038,0.1902000000000009,1.6744000000000079
0.402,0.39540000000000186,1.6207000000000076,0.5491000000000026,0.7111000000000034,0.1496000000000007,1.9653000000000094,0.41140000000000193,1.490300000000007,0.5875000000000028,0.8090000000000038,0.1902000000000009,1.6744000000000079
0.403,0.39540000000000186,1.6207000000000076,0.5491000000000026,0.7111000000000034,0.1496000000000007,1.9653000000000094,0.41140000000000193,1.490300000000007,0.5875000000000028,0.8090000000000038,0.1902000000000009,1.6744000000000079
0.404,0.39540000000000186,1.6207000000000076,0.5491000000000026,0.7111000000000034,0.1496000000000007,1.9653000000000094,0.41140000000000193,1.490300000000007,0.5875000000000028,0.8090000000000038,0.1902000000000009,1.6744000000000079
0.405,0.39540000000000186,1.6207000000000076,0.5491000000000026,0.7111000000000034,0.1496000000000007,1.9653000000000094,0.41140000000000193,1.490300000000007,0.5875000000000028,0.8090000000000038,0.1902000000000009,1.6744000000000079
0.406,0.39540000000000186,1.6207000000000076,0.5491000000000026,0.7111000000000034,0.1496000000000007,1.9653000000000094,0.41140000000000193,1.490300000000007,0.5875000000000028,0.8090000000000038,0.1902000000000009,1.6744000000000079
0.407,0.39540000000000186,1.6207000000000076,0.5491000000000026,0.7111000000000034,0.1496000000000007,1.9653000000000094,0.41140000000000193,1.490300000000007,0.5875000000000028,0.8090000000000038,0.1902000000000009,1.6744000000000079
0.408,0.39540000000000186,1.6207000000000076,0.5491000000000026,0.7111000000000034,0.1496000000000007,1.9653000000000094,0.41140000000000193,1.490300000000007,0.5875000000000028,0.8090000000000038,0.1902000000000009,1.6744000000000079
0.409,0.39540000000000186,1.6207000000000076,0.5491000000000026,0.7111000000000034,0.1496000000000007,1.9653000000000094,0.41140000000000193,1.490300000000007,0.5875000000000028,0.8090000000000038,0.1902000000000009,1.6744000000000079
0.41,0.3652999999999997,1.6524999999999985,0.5386999999999995,0.7584999999999993,0.13119999999999987,1.8822999999999983,0.38989999999999964,1.5130999999999986,0.5608999999999995,0.8729999999999992,0.17649999999999985,1.6271999999999984
0.411,0.3652999999999997,1.6524999999999985,0.5386999999999995,0.7584999999999993,0.13119999999999987,1.8822999999999983,0.38989999999999964,1.5130999999999986,0.5608999999999995,0.8729999999999992,0.17649999999999985,1.6271999999999984
0.412,0.3652999999999997,1.6524999999999985,0.5386999999999995,0.7584999999999993,0.13119999999999987,1.8822999999999983,0.38989999999999964,1.5130999999999986,0.5608999999999995,0.8729999999999992,0.17649999999999985,1.6271999999999984
0.413,0.3652999999999997,1.6524999999999985,0.5386999999999995,0.7584999999999993,0.13119999999999987,1.8822999999999983,0.38989999999999964,1.5130999999999986,0.5608999999999995,0.8729999999999992,0.17649999999999985,1.6271999999999984
0.414,0.3652999999999997,1.6524999999999985,0.5386999999999995,0.7584999999999993,0.13119999999999987,1.8822999999999983,0.38989999999999964,1.5130999999999986,0.5608999999999995,0.8729999999999992,0.17649999999999985,1.6271999999999984
0.415,0.3652999999999997,1.6524999999999985,0.5386999999999995,0.7584999999999993,0.13119999999999987,1.8822999999999983,0.38989999999999964,1.5130999999999986,0.5608999999999995,0.8729999999999992,0.17649999999999985,1.6271999999999984
0.416,0.3652999999999997,1.6524999999999985,0.5386999999999995,0.7584999999999993,0.13119999999999987,1.8822999999999983,0.38989999999999964,1.5130999999999986,0.5608999999999995,0.8729999999999992,0.17649999999999985,1.6271999999999984
0.417,0.3652999999999997,1.6524999999999985,0.5386999999999995,0.7584999999999993,0.13119999999999987,1.8822999999999983,0.38989999999999964,1.5130999999999986,0.5608999999999995,0.8729999999999992,0.17649999999999985,1.6271999999999984
0.418,0.3652999999999997,1.6524999999999985,0.5386999999999995,0.7584999999999993,0.13119999999999987,1.8822999999999983,0.38989999999999964,1.5130999999999986,0.5608999999999995,0.8729999999999992,0.17649999999999985,1.6271999999999984
0.419,0.3652999999999997,1.6524999999999985,0.5386999999999995,0.7584999999999993,0.13119999999999987,1.8822999999999983,0.38989999999999964,1.5130999999999986,0.5608999999999995,0.8729999999999992,0.17649999999999985,1.6271999999999984
0.42,0.3321999999999997,1.7111999999999985,0.5009999999999996,0.8155999999999992,0.11959999999999989,1.8538999999999983,0.3667999999999997,1.4930999999999985,0.5497999999999995,0.9174999999999992,0.15469999999999987,1.5880999999999985
0.421,0.3321999999999997,1.7111999999999985,0.5009999999999996,0.8155999999999992,0.11959999999999989,1.8538999999999983,0.3667999999999997,1.4930999999999985,0.5497999999999995,0.9174999999999992,0.15469999999999987,1.5880999999999985
0.422,0.3321999999999997,1.7111999999999985,0.5009999999999996,0.8155999999999992,0.11959999999999989,1.8538999999999983,0.3667999999999997,1.4930999999999985,0.5497999999999995,0.9174999999999992,0.15469999999999987,1.5880999999999985
0.423,0.3321999999999997,1.7111999999999985,0.5009999999999996,0.8155999999999992,0.11959999999999989,1.8538999999999983,0.3667999999999997,1.4930999999999985,0.5497999999999995,0.9174999999999992,0.15469999999999987,1.5880999999999985
0.424,0.3321999999999997,1.7111999999999985,0.5009999999999996,0.8155999999999992,0.11959999999999989,1.8538999999999983,0.3667999999999997,1.4930999999999985,0.5497999999999995,0.9174999999999992,0.15469999999999987,1.5880999999999985
