GW150914,LVT151012,GW151226,GW170104
-0.02080399157223499,-0.005703470748180298,0.16484830653685095,0.004961003805322328
-0.05172678309950142,0.03934888794235122,0.24064889056701272,-0.05370964823720682
-0.19286225688569059,-0.1761481553446675,0.2752256182785784,-0.4933984282761225
-0.06952420618743435,-0.030521094040370927,0.1473410458736218,-0.21352334782777876
-0.0784170349151986,0.08849161355226348,0.11950438114114205,-0.18027192173550377
-0.014571868936191279,0.1050828652475631,0.12576471434031344,-0.264070170501032
-0.10950522331761224,0.09551591073764684,0.26581414709297596,0.06031611647053853
-0.0846854416331436,-0.07950168238970207,0.3217363339104051,0.082101405231433
0.056393151068676095,0.012978943019376283,0.07945703602971543,0.00026395177964172456
-0.04099454719550576,-0.171476084725814,0.2048766161783456,-0.2904422300017042
-0.010191788928715494,0.09582371772612834,0.16648774466795202,-0.03778542560388501
-0.05665531706737342,-0.37303095645020795,0.17280210234453625,-0.1433662498301832
0.02879579709816492,0.3037080708269806,0.15992797768765066,-0.13106597739363168
-0.2060403445654795,-0.15718550419280425,0.14673865205026132,0.03359886339120921
-0.14754956368204175,-0.134498464940132,0.14779867496382382,-0.057246350097031676
-0.08803947316791443,-0.2498233203583456,0.15100578538944257,-0.15281214205196586
-0.10224581260938156,-0.045853192152565315,0.39312334029917856,-0.07668672604815173
-0.0466438859964578,-0.10581810772052855,0.17442191591495465,-0.07996419430700069
0.07944214805674596,0.014513686286938006,0.041876565246213304,-0.26533447083026374
-0.028521440180190663,0.01643435361469134,0.034563900866245695,0.042024467272583216
-0.10385666504644053,-0.05227558817403923,0.05823173045531302,-0.3308271873835323
-0.01623481346816838,-0.09652325420791948,0.20443819055276613,-0.13841972734021457
0.025528061406341868,-0.2314128369715815,0.15330857221566596,-0.07530474407213424
0.025262926859361864,-0.1390777115871204,0.1758738452377993,-0.20559538834350366
-0.04879734215056989,-0.05381304901424428,0.32775126634372614,-0.15543896792622014
-0.07081262273458828,-0.032329042426070875,0.27064747823728136,-0.2301301997625912
-0.020904827074435486,-0.28916935750023826,0.204924920718586,-0.1452532496804439
-0.14499451310752248,-0.1538547266240465,0.25457889591146143,0.10391305481507576
0.037778859247331195,0.12086714500456294,0.21370018995288215,-0.2715772022219348
-0.059399425017228356,-0.10487027454808909,0.09999237538182884,-0.22173868088724485
-0.0534971680654968,0.12216862934962415,0.26649725517896194,-0.027883709627003705
-0.1110102536981878,-0.10855333655884518,0.2332971676825653,-0.3750727884761287
-0.03487337060323903,-0.07061596749241385,0.2100000241264632,0.00967552955345441
-0.1529950992754553,0.0520290956641348,0.07600419315563364,0.03496685190464485
0.07466103701271798,-0.0782057192296052,0.2714894813196563,-0.2001322514465501
-0.06687986506677929,0.13021939444788458,0.2745302839341488,-0.1806309639341789
-0.07832940051006035,0.10463737585047699,0.4264552576013333,-0.2654937453284075
0.024119260507555654,0.03817888405480002,0.12077921147275515,-0.10767372970904646
